flight_id,airline,flight_number,origin_airport,destination_airport,departure_time_utc,arrival_time_utc,aircraft_type,distance_km,stops,layover_airports,flight_type,status,delay_minutes,delay_cause,scheduled_duration_min
F0000169,IndiGo,IN304,AP177,AP115,2025-08-19T14:53:32.508568,2025-08-20T02:12:32.508568,A321neo,6756,2,AP184;AP022,Two-stops,On Time,,,679
F0000170,Air India,AI5728,AP057,AP183,2025-10-22T00:08:32.508568,2025-10-22T05:55:32.508568,A321neo,3287,2,AP127;AP076,Two-stops,On Time,,,347
F0000171,Singapore Airlines,SI7213,AP249,AP218,2025-08-27T06:53:32.508568,2025-08-27T08:26:32.508568,A350,1315,0,,Non-stop,On Time,,,93
F0000172,Qatar Airways,QA167,AP114,AP113,2025-10-02T04:08:32.508568,2025-10-02T13:43:32.508568,ATR72,7838,0,,Non-stop,On Time,,,575
F0000173,SpiceJet,SP4472,AP116,AP229,2025-09-15T07:53:32.508568,2025-09-15T12:31:32.508568,A321neo,2193,0,,Non-stop,On Time,,,278
F0000174,Lufthansa,LU561,AP111,AP207,2025-10-30T22:38:32.508568,2025-10-31T15:23:32.508568,B737-800,13061,0,,Non-stop,On Time,,,1005
F0000175,Emirates,EM2445,AP011,AP258,2025-10-25T19:38:32.508568,2025-10-25T22:20:32.508568,B737-800,761,0,,Non-stop,On Time,,,162
F0000176,United,UN1239,AP089,AP011,2025-11-27T15:53:32.508568,2025-11-28T05:40:32.508568,B737-800,8274,1,AP279,One-stop,On Time,,,827
F0000177,GoAir,GO2858,AP229,AP071,2025-08-17T03:38:32.508568,2025-08-17T20:49:32.508568,A350,11957,0,,Non-stop,On Time,,,1031
F0000178,SpiceJet,SP9678,AP128,AP005,2025-12-25T15:38:32.508568,2025-12-25T23:28:32.508568,B777-300ER,4470,2,AP267;AP166,Two-stops,On Time,,,470
F0000179,United,UN2121,AP172,AP286,2025-10-12T12:08:32.508568,2025-10-13T01:12:32.508568,A320,10484,0,,Non-stop,On Time,,,784
F0000180,United,UN8270,AP242,AP125,2025-11-02T07:53:32.508568,2025-11-02T23:24:32.508568,B737-800,12098,1,AP017,One-stop,On Time,,,931
F0000181,Lufthansa,LU199,AP077,AP117,2025-12-28T17:23:32.508568,2025-12-29T07:30:32.508568,ATR72,9837,1,AP140,One-stop,On Time,,,847
F0000182,GoAir,GO7086,AP171,AP083,2025-11-19T13:38:32.508568,2025-11-19T14:42:32.508568,A321neo,620,1,AP218,One-stop,On Time,,,64
F0000183,Vistara,VI1227,AP088,AP165,2026-02-05T00:23:32.513118,2026-02-05T05:17:32.513118,B777-300ER,3091,1,AP294,One-stop,On Time,,,294
F0000184,United,UN8726,AP128,AP194,2026-01-01T21:38:32.513118,2026-01-02T01:59:32.513118,A320,3559,0,,Non-stop,On Time,,,261
F0000185,GoAir,GO8375,AP217,AP203,2026-01-27T11:23:32.513118,2026-01-28T05:09:32.513118,B737-800,13096,0,,Non-stop,Cancelled,,Security,1066
F0000186,Qatar Airways,QA1457,AP110,AP094,2025-08-13T16:53:32.513118,2025-08-13T21:53:32.513118,A320,2561,0,,Non-stop,On Time,,,300
F0000187,Qatar Airways,QA1530,AP293,AP238,2025-12-30T20:08:32.513118,2025-12-31T09:09:32.513118,B777-300ER,8051,0,,Non-stop,On Time,,,781
F0000188,SpiceJet,SP8411,AP015,AP243,2025-12-17T11:08:32.513118,2025-12-18T02:55:32.513118,A350,12641,0,,Non-stop,On Time,,,947
F0000189,GoAir,GO7732,AP046,AP259,2025-09-19T10:53:32.513118,2025-09-20T02:14:32.513118,B737-800,10017,0,,Non-stop,On Time,,,921
F0000190,SpiceJet,SP2913,AP271,AP270,2026-02-04T08:38:32.513118,2026-02-05T01:40:32.513118,B787,13606,0,,Non-stop,On Time,,,1022
F0000191,Vistara,VI5165,AP093,AP212,2025-12-24T13:38:32.513118,2025-12-25T03:36:32.513118,B787,10875,0,,Non-stop,On Time,,,838
F0000192,Vistara,VI2806,AP171,AP273,2025-10-21T07:53:32.513118,2025-10-21T13:37:32.513118,A320,1634,0,,Non-stop,Diverted,702,Weather,344
F0000193,Singapore Airlines,SI1627,AP095,AP065,2025-11-20T06:23:32.513118,2025-11-20T23:26:32.513118,A320,11324,0,,Non-stop,On Time,,,1023
F0000194,Emirates,EM8366,AP249,AP037,2025-12-07T01:08:32.513118,2025-12-07T12:43:32.513118,A321neo,7702,0,,Non-stop,On Time,,,695
F0000195,United,UN6627,AP040,AP036,2025-11-24T11:53:32.513118,2025-11-25T03:42:32.513118,A320,11845,1,AP264,One-stop,On Time,,,949
F0000196,Cathay,CA1213,AP258,AP198,2025-11-17T03:23:32.513118,2025-11-17T10:40:32.513118,A320,3204,2,AP249;AP089,Two-stops,On Time,,,437
F0000197,Emirates,EM6934,AP011,AP077,2025-11-05T08:08:32.513118,2025-11-06T00:29:32.513118,ATR72,10833,0,,Non-stop,On Time,,,981
F0000198,Qatar Airways,QA9881,AP002,AP195,2025-12-26T07:08:32.513118,2025-12-26T11:31:32.513118,B737-800,3512,0,,Non-stop,On Time,,,263
F0000199,Vistara,VI4160,AP119,AP298,2025-08-13T16:38:32.513118,2025-08-13T20:59:32.513118,A320,2007,0,,Non-stop,On Time,,,261
F0000200,Air India,AI9910,AP046,AP205,2025-10-11T10:38:32.513118,2025-10-11T22:35:32.513118,B737-800,7313,0,,Non-stop,On Time,,,717
F0000201,Qatar Airways,QA8605,AP246,AP250,2026-01-28T10:08:32.513118,2026-01-28T12:01:32.513118,B737-800,392,1,AP153,One-stop,On Time,,,113
F0000202,Cathay,CA1387,AP175,AP131,2025-11-17T01:53:32.513118,2025-11-17T18:52:32.513118,B737-800,11081,1,AP268,One-stop,On Time,,,1019
F0000203,Air India,AI9469,AP263,AP148,2025-12-15T17:08:32.513118,2025-12-16T00:52:32.513118,B777-300ER,4438,0,,Non-stop,On Time,,,464
F0000204,Qatar Airways,QA8715,AP231,AP186,2025-08-23T10:08:32.513118,2025-08-23T13:03:32.513118,A350,447,1,AP010,One-stop,On Time,,,175
F0000205,IndiGo,IN3085,AP149,AP247,2025-11-10T14:08:32.513118,2025-11-11T02:39:32.513118,A320,8477,0,,Non-stop,Delayed,35,Crew,751
F0000206,Vistara,VI4675,AP115,AP090,2025-11-06T19:38:32.513118,2025-11-07T12:59:32.513118,ATR72,11768,0,,Non-stop,On Time,,,1041
F0000207,GoAir,GO5683,AP284,AP190,2025-12-28T04:08:32.513118,2025-12-28T05:58:32.513118,B737-800,217,0,,Non-stop,On Time,,,110
F0000208,Emirates,EM8401,AP227,AP219,2025-09-10T00:53:32.513118,2025-09-10T16:31:32.513118,A321neo,11899,0,,Non-stop,On Time,,,938
F0000209,Cathay,CA4818,AP166,AP244,2025-12-06T08:08:32.513118,2025-12-06T15:10:32.513118,ATR72,3830,1,AP126,One-stop,On Time,,,422
F0000210,Cathay,CA4983,AP145,AP062,2025-11-06T07:23:32.513118,2025-11-06T21:15:32.513118,A320,8586,0,,Non-stop,On Time,,,832
F0000211,Emirates,EM283,AP007,AP009,2025-10-01T15:53:32.513118,2025-10-02T06:49:32.513118,ATR72,10125,0,,Non-stop,On Time,,,896
F0000212,Lufthansa,LU5787,AP294,AP110,2025-12-29T05:38:32.513118,2025-12-29T19:35:32.513118,B737-800,10050,1,AP058,One-stop,Delayed,71,Weather,837
F0000213,GoAir,GO4511,AP222,AP077,2025-10-16T03:08:32.513118,2025-10-16T17:07:32.513118,B787,10606,0,,Non-stop,On Time,,,839
F0000214,IndiGo,IN6517,AP012,AP288,2025-09-12T18:53:32.515130,2025-09-13T00:12:32.515130,A321neo,3346,0,,Non-stop,Delayed,145,Other,319
F0000215,GoAir,GO6084,AP162,AP299,2025-11-25T08:23:32.515130,2025-11-26T01:18:32.515130,A350,12662,0,,Non-stop,On Time,,,1015
F0000216,GoAir,GO111,AP141,AP223,2025-12-31T23:23:32.515130,2026-01-01T16:59:32.515130,A320,11963,0,,Non-stop,On Time,,,1056
F0000217,United,UN4434,AP274,AP275,2025-12-01T07:08:32.515130,2025-12-01T08:19:32.515130,A350,1586,0,,Non-stop,On Time,,,71
F0000218,SpiceJet,SP4374,AP124,AP050,2025-12-28T12:08:32.515130,2025-12-29T07:57:32.515130,B787,13948,0,,Non-stop,On Time,,,1189
F0000219,IndiGo,IN8574,AP137,AP024,2025-11-10T18:08:32.515130,2025-11-11T00:57:32.515130,A320,2603,0,,Non-stop,On Time,,,409
F0000220,Singapore Airlines,SI6832,AP011,AP034,2025-11-23T08:38:32.515130,2025-11-24T00:33:32.515130,B787,11132,0,,Non-stop,On Time,,,955
F0000221,Vistara,VI9958,AP028,AP163,2025-09-01T18:23:32.515130,2025-09-02T06:22:32.515130,A320,7230,0,,Non-stop,On Time,,,719
F0000222,Singapore Airlines,SI1193,AP149,AP023,2025-08-15T16:08:32.515130,2025-08-16T01:30:32.515130,B737-800,6144,0,,Non-stop,On Time,,,562
F0000223,Delta,DE9997,AP124,AP071,2026-01-01T20:08:32.515130,2026-01-02T11:49:32.515130,ATR72,12721,0,,Non-stop,Delayed,252,Technical,941
F0000224,Air India,AI1811,AP164,AP014,2025-08-24T07:23:32.515130,2025-08-24T19:40:32.515130,A320,9650,2,AP234;AP210,Two-stops,On Time,,,737
F0000225,Emirates,EM3097,AP117,AP182,2025-11-17T10:08:32.515130,2025-11-18T00:58:32.515130,B737-800,10486,2,AP222;AP113,Two-stops,On Time,,,890
F0000226,Air India,AI2352,AP032,AP052,2026-01-22T16:23:32.515130,2026-01-23T03:44:32.515130,B737-800,8289,0,,Non-stop,On Time,,,681
F0000227,Singapore Airlines,SI9579,AP094,AP081,2025-11-15T00:38:32.515130,2025-11-15T07:03:32.515130,A320,5411,0,,Non-stop,On Time,,,385
F0000228,Air India,AI7705,AP160,AP003,2025-10-11T20:53:32.515130,2025-10-12T06:36:32.515130,A321neo,7606,0,,Non-stop,On Time,,,583
F0000229,Singapore Airlines,SI4298,AP112,AP110,2025-12-22T04:38:32.515130,2025-12-22T14:30:32.515130,A350,5691,0,,Non-stop,On Time,,,592
F0000230,Vistara,VI1857,AP003,AP284,2025-12-23T18:38:32.515130,2025-12-24T10:49:32.515130,B737-800,13584,2,AP130;AP150,Two-stops,On Time,,,971
F0000231,Cathay,CA4879,AP153,AP290,2025-09-22T05:53:32.515130,2025-09-22T19:59:32.515130,A350,10026,0,,Non-stop,On Time,,,846
F0000232,Air India,AI1349,AP002,AP269,2025-11-13T23:08:32.515130,2025-11-14T11:01:32.515130,B737-800,9318,2,AP283;AP009,Two-stops,On Time,,,713
F0000233,Air India,AI1487,AP063,AP089,2026-01-02T12:53:32.515130,2026-01-02T22:01:32.515130,B737-800,7572,0,,Non-stop,On Time,,,548
F0000234,Qatar Airways,QA2169,AP134,AP133,2025-09-27T07:08:32.515130,2025-09-27T19:06:32.515130,ATR72,9540,0,,Non-stop,On Time,,,718
F0000235,Vistara,VI6998,AP088,AP132,2025-10-06T18:38:32.515130,2025-10-07T14:25:32.515130,A320,12930,1,AP082,One-stop,Diverted,351,Other,1187
F0000236,SpiceJet,SP1483,AP182,AP193,2025-11-19T07:23:32.515130,2025-11-19T21:21:32.515130,B787,10130,0,,Non-stop,On Time,,,838
F0000237,Delta,DE8728,AP278,AP043,2025-08-23T00:38:32.515130,2025-08-23T12:54:32.515130,A320,7292,0,,Non-stop,On Time,,,736
F0000238,GoAir,GO284,AP012,AP185,2025-08-28T18:38:32.515130,2025-08-29T07:06:32.515130,B737-800,7208,0,,Non-stop,On Time,,,748
F0000239,Emirates,EM5393,AP024,AP135,2025-10-13T19:23:32.515130,2025-10-14T12:28:32.515130,B737-800,12955,1,AP102,One-stop,Delayed,351,Security,1025
F0000240,Emirates,EM1906,AP204,AP269,2025-08-31T23:08:32.516637,2025-09-01T10:02:32.516637,A320,7926,0,,Non-stop,On Time,,,654
F0000241,SpiceJet,SP116,AP143,AP208,2025-09-10T21:23:32.516637,2025-09-11T13:32:32.516637,A321neo,12822,0,,Non-stop,On Time,,,969
F0000242,IndiGo,IN4765,AP087,AP031,2025-11-22T12:38:32.516637,2025-11-22T15:38:32.516637,A320,2885,1,AP100,One-stop,Delayed,221,Other,180
F0000243,GoAir,GO1115,AP236,AP284,2025-08-17T06:38:32.516637,2025-08-17T12:49:32.516637,B737-800,3766,1,AP212,One-stop,On Time,,,371
F0000244,Vistara,VI1253,AP058,AP214,2025-12-07T21:08:32.517783,2025-12-08T13:04:32.517783,B787,10019,0,,Non-stop,On Time,,,956
F0000245,Qatar Airways,QA7829,AP297,AP046,2025-08-25T06:08:32.517783,2025-08-25T17:46:32.517783,A320,6567,0,,Non-stop,Delayed,415,Weather,698
F0000246,Emirates,EM5445,AP069,AP107,2025-10-09T02:38:32.517783,2025-10-09T18:19:32.517783,A320,10792,1,AP238,One-stop,On Time,,,941
F0000247,GoAir,GO5398,AP168,AP188,2026-01-29T16:38:32.517783,2026-01-30T07:40:32.517783,B737-800,9970,0,,Non-stop,Delayed,35,Crew,902
F0000248,Cathay,CA1374,AP018,AP239,2026-01-03T00:38:32.517783,2026-01-03T13:12:32.517783,B737-800,9916,0,,Non-stop,On Time,,,754
F0000249,GoAir,GO2410,AP248,AP119,2025-10-02T11:53:32.517783,2025-10-02T16:20:32.517783,B737-800,1492,1,AP178,One-stop,Delayed,208,Weather,267
F0000250,Lufthansa,LU4612,AP039,AP187,2026-01-12T18:38:32.517783,2026-01-13T04:11:32.517783,B787,6307,1,AP192,One-stop,On Time,,,573
F0000251,Lufthansa,LU8957,AP206,AP148,2025-10-31T17:53:32.518641,2025-11-01T11:07:32.518641,ATR72,13943,0,,Non-stop,On Time,,,1034
F0000252,Singapore Airlines,SI3708,AP049,AP121,2025-10-06T19:53:32.518641,2025-10-07T07:10:32.518641,A320,8090,0,,Non-stop,On Time,,,677
F0000253,Cathay,CA4932,AP244,AP121,2025-09-01T15:08:32.518641,2025-09-02T06:13:32.518641,B777-300ER,12222,0,,Non-stop,On Time,,,905
F0000254,IndiGo,IN4543,AP042,AP236,2026-01-10T20:53:32.518641,2026-01-11T14:05:32.518641,B777-300ER,13482,0,,Non-stop,Delayed,197,Crew,1032
F0000255,Singapore Airlines,SI6703,AP164,AP035,2026-02-06T12:08:32.518641,2026-02-07T01:14:32.518641,A320,8628,0,,Non-stop,On Time,,,786
F0000256,Vistara,VI426,AP134,AP299,2025-11-30T10:38:32.518641,2025-11-30T22:38:32.518641,B787,8135,1,AP096,One-stop,On Time,,,720
F0000257,Cathay,CA9656,AP098,AP086,2025-11-04T07:38:32.518641,2025-11-04T13:51:32.518641,A350,3194,0,,Non-stop,On Time,,,373
F0000258,Singapore Airlines,SI5577,AP236,AP060,2026-01-09T16:23:32.518641,2026-01-10T01:57:32.518641,A320,5760,0,,Non-stop,On Time,,,574
F0000259,GoAir,GO1339,AP037,AP061,2025-10-19T01:53:32.518641,2025-10-19T19:15:32.518641,B777-300ER,13007,1,AP257,One-stop,On Time,,,1042
F0000260,IndiGo,IN9424,AP051,AP065,2025-10-08T02:38:32.518641,2025-10-08T08:36:32.518641,A321neo,2123,0,,Non-stop,Delayed,23,Other,358
F0000261,Vistara,VI9205,AP119,AP162,2026-01-23T16:08:32.518641,2026-01-24T09:25:32.518641,A321neo,13688,0,,Non-stop,Diverted,608,Weather,1037
F0000262,Air India,AI616,AP261,AP040,2025-08-16T05:23:32.518641,2025-08-16T13:32:32.518641,A350,4652,0,,Non-stop,On Time,,,489
F0000263,GoAir,GO3448,AP188,AP084,2025-12-21T21:08:32.518641,2025-12-22T12:16:32.518641,A321neo,10286,1,AP213,One-stop,On Time,,,908
F0000264,Singapore Airlines,SI8040,AP188,AP004,2026-01-28T02:08:32.518641,2026-01-28T09:41:32.518641,B737-800,5987,0,,Non-stop,On Time,,,453
F0000265,SpiceJet,SP3104,AP157,AP291,2025-11-13T22:53:32.518641,2025-11-14T06:24:32.518641,A321neo,4643,1,AP031,One-stop,On Time,,,451
F0000266,IndiGo,IN1520,AP103,AP282,2025-09-09T04:08:32.518641,2025-09-10T01:03:32.518641,A350,13998,1,AP168,One-stop,On Time,,,1255
F0000267,Air India,AI140,AP281,AP024,2025-08-20T14:53:32.518641,2025-08-21T06:20:32.518641,B737-800,9887,0,,Non-stop,On Time,,,927
F0000268,Emirates,EM341,AP117,AP205,2025-11-23T21:53:32.518641,2025-11-24T11:52:32.518641,A350,8496,0,,Non-stop,Delayed,374,Late Incoming Aircraft,839
F0000269,United,UN5123,AP195,AP210,2025-09-29T14:08:32.518641,2025-09-29T19:54:32.518641,A350,3549,0,,Non-stop,On Time,,,346
F0000270,Vistara,VI3460,AP118,AP044,2026-01-26T07:53:32.518641,2026-01-26T10:48:32.518641,A350,1675,0,,Non-stop,On Time,,,175
F0000271,GoAir,GO3886,AP269,AP062,2025-12-06T10:08:32.518641,2025-12-07T03:00:32.518641,A320,10617,0,,Non-stop,On Time,,,1012
F0000272,Qatar Airways,QA8716,AP282,AP023,2025-09-21T14:23:32.518641,2025-09-22T07:30:32.518641,A350,11272,1,AP259,One-stop,On Time,,,1027
F0000273,Cathay,CA1124,AP192,AP264,2025-09-28T22:23:32.518641,2025-09-29T16:39:32.518641,A350,13949,1,AP042,One-stop,On Time,,,1096
F0000274,GoAir,GO551,AP013,AP223,2025-08-30T18:38:32.518641,2025-08-31T01:30:32.518641,B737-800,4639,0,,Non-stop,On Time,,,412
F0000275,IndiGo,IN6587,AP042,AP132,2025-09-07T07:23:32.518641,2025-09-07T14:44:32.518641,A350,6005,0,,Non-stop,On Time,,,441
F0000276,IndiGo,IN5141,AP136,AP073,2025-11-30T01:38:32.518641,2025-11-30T14:22:32.518641,A321neo,8387,1,AP188,One-stop,On Time,,,764
F0000277,Cathay,CA3256,AP288,AP163,2025-12-17T22:38:32.518641,2025-12-18T00:44:32.518641,A350,1206,0,,Non-stop,On Time,,,126
F0000278,IndiGo,IN3512,AP159,AP012,2025-09-11T23:53:32.518641,2025-09-12T07:37:32.518641,A321neo,5323,1,AP164,One-stop,On Time,,,464
F0000279,IndiGo,IN1718,AP162,AP225,2026-01-04T17:08:32.520653,2026-01-05T00:52:32.520653,A320,5655,0,,Non-stop,On Time,,,464
F0000280,IndiGo,IN2822,AP062,AP100,2025-08-23T08:53:32.520653,2025-08-23T17:42:32.520653,A350,4504,0,,Non-stop,Delayed,306,Technical,529
F0000281,SpiceJet,SP2521,AP155,AP291,2025-08-23T02:38:32.520653,2025-08-23T13:09:32.520653,A350,6115,0,,Non-stop,Delayed,347,Weather,631
F0000282,GoAir,GO8627,AP149,AP282,2025-11-02T12:53:32.520653,2025-11-02T20:19:32.520653,B787,5795,0,,Non-stop,On Time,,,446
F0000283,IndiGo,IN9903,AP082,AP201,2025-08-27T12:23:32.520653,2025-08-28T01:03:32.520653,A320,7414,0,,Non-stop,On Time,,,760
F0000284,GoAir,GO7391,AP049,AP174,2025-12-24T08:53:32.520653,2025-12-24T15:50:32.520653,A350,3976,0,,Non-stop,On Time,,,417
F0000285,United,UN4376,AP259,AP167,2025-11-20T09:38:32.520653,2025-11-20T19:47:32.520653,B737-800,7965,1,AP273,One-stop,On Time,,,609
F0000286,Emirates,EM8187,AP266,AP265,2025-11-05T02:23:32.520653,2025-11-05T16:38:32.520653,A321neo,10558,1,AP291,One-stop,On Time,,,855
F0000287,United,UN7751,AP045,AP065,2026-01-08T05:38:32.520653,2026-01-08T14:38:32.520653,B777-300ER,5113,0,,Non-stop,On Time,,,540
F0000288,Vistara,VI2621,AP225,AP232,2025-08-19T12:53:32.520653,2025-08-20T02:55:32.520653,A350,11717,0,,Non-stop,On Time,,,842
F0000289,Qatar Airways,QA5865,AP269,AP252,2025-12-17T18:38:32.520653,2025-12-18T12:45:32.520653,B737-800,12115,0,,Non-stop,On Time,,,1087
F0000290,Vistara,VI1945,AP171,AP022,2025-11-15T12:23:32.520653,2025-11-16T05:51:32.520653,A320,12984,0,,Non-stop,On Time,,,1048
F0000291,Lufthansa,LU9443,AP213,AP281,2025-09-24T13:08:32.520653,2025-09-25T06:27:32.520653,A321neo,12515,0,,Non-stop,On Time,,,1039
F0000292,Vistara,VI774,AP250,AP225,2026-02-02T13:23:32.520653,2026-02-02T17:26:32.520653,A321neo,892,1,AP182,One-stop,On Time,,,243
F0000293,Singapore Airlines,SI4058,AP012,AP109,2025-12-17T00:23:32.520653,2025-12-17T09:00:32.520653,ATR72,4957,0,,Non-stop,On Time,,,517
F0000294,SpiceJet,SP3374,AP244,AP190,2025-08-24T01:38:32.520653,2025-08-24T07:35:32.520653,A321neo,2064,0,,Non-stop,On Time,,,357
F0000295,SpiceJet,SP8852,AP262,AP179,2025-10-22T05:08:32.520653,2025-10-22T19:42:32.520653,ATR72,9364,2,AP182;AP014,Two-stops,On Time,,,874
F0000296,Cathay,CA710,AP239,AP266,2025-11-29T15:08:32.520653,2025-11-30T03:45:32.520653,B787,8052,1,AP132,One-stop,On Time,,,757
F0000297,Singapore Airlines,SI1590,AP266,AP032,2025-10-15T15:23:32.520653,2025-10-16T02:25:32.520653,B787,6484,0,,Non-stop,On Time,,,662
F0000298,Qatar Airways,QA2785,AP201,AP126,2025-09-11T07:38:32.520653,2025-09-11T20:40:32.520653,ATR72,10560,0,,Non-stop,On Time,,,782
F0000299,Emirates,EM3061,AP074,AP124,2025-12-09T18:38:32.520653,2025-12-09T20:08:32.520653,A321neo,586,0,,Non-stop,On Time,,,90
F0000300,IndiGo,IN4693,AP020,AP102,2025-08-14T05:08:32.520653,2025-08-14T13:45:32.520653,B737-800,6235,0,,Non-stop,On Time,,,517
F0000301,Cathay,CA120,AP031,AP278,2025-12-23T20:23:32.520653,2025-12-24T06:57:32.520653,B777-300ER,8719,0,,Non-stop,On Time,,,634
F0000302,Delta,DE838,AP158,AP163,2025-09-03T03:08:32.520653,2025-09-03T12:39:32.520653,B777-300ER,4970,0,,Non-stop,On Time,,,571
F0000303,Delta,DE7414,AP090,AP189,2025-12-05T23:38:32.520653,2025-12-06T10:14:32.520653,B737-800,6895,0,,Non-stop,On Time,,,636
F0000304,Singapore Airlines,SI2361,AP121,AP211,2025-12-25T23:23:32.520653,2025-12-26T03:33:32.520653,B777-300ER,2514,1,AP213,One-stop,Delayed,266,Security,250
F0000305,Delta,DE7348,AP076,AP262,2026-01-24T03:38:32.520653,2026-01-24T21:31:32.520653,ATR72,12337,0,,Non-stop,On Time,,,1073
F0000306,Delta,DE2474,AP272,AP018,2026-01-24T04:23:32.520653,2026-01-24T18:40:32.520653,A321neo,10496,1,AP066,One-stop,On Time,,,857
F0000307,Delta,DE2740,AP139,AP192,2025-12-30T06:23:32.520653,2025-12-30T09:50:32.520653,B777-300ER,277,0,,Non-stop,On Time,,,207
F0000308,Cathay,CA5987,AP191,AP144,2025-12-14T15:08:32.520653,2025-12-14T20:15:32.520653,A320,4156,0,,Non-stop,On Time,,,307
F0000309,Singapore Airlines,SI7931,AP186,AP253,2025-09-30T13:23:32.522665,2025-09-30T17:25:32.522665,B787,1707,0,,Non-stop,On Time,,,242
F0000310,Cathay,CA5581,AP268,AP280,2025-08-15T21:08:32.522665,2025-08-16T05:41:32.522665,B787,6123,1,AP089,One-stop,Delayed,265,Crew,513
F0000311,IndiGo,IN7047,AP126,AP011,2025-10-25T01:38:32.522665,2025-10-25T13:24:32.522665,ATR72,8037,1,AP047,One-stop,On Time,,,706
F0000312,Delta,DE6017,AP188,AP039,2025-12-21T14:23:32.522665,2025-12-22T00:19:32.522665,ATR72,5556,0,,Non-stop,On Time,,,596
F0000313,Air India,AI6076,AP078,AP241,2025-09-29T08:08:32.522665,2025-09-29T22:19:32.522665,ATR72,10217,0,,Non-stop,Delayed,73,ATC,851
F0000314,Singapore Airlines,SI197,AP002,AP168,2025-11-25T19:38:32.522665,2025-11-26T00:02:32.522665,A321neo,2683,0,,Non-stop,On Time,,,264
F0000315,SpiceJet,SP6375,AP217,AP262,2025-08-23T07:38:32.522665,2025-08-23T12:17:32.522665,A320,2937,1,AP196,One-stop,On Time,,,279
F0000316,Air India,AI1365,AP112,AP205,2026-01-02T09:38:32.524676,2026-01-02T22:51:32.524676,B787,10726,0,,Non-stop,On Time,,,793
F0000317,SpiceJet,SP1257,AP093,AP052,2025-12-25T02:53:32.524676,2025-12-25T09:01:32.524676,A321neo,4087,0,,Non-stop,On Time,,,368
F0000318,Air India,AI1812,AP127,AP185,2026-01-15T08:53:32.524676,2026-01-15T16:45:32.524676,A320,5609,0,,Non-stop,On Time,,,472
F0000319,Emirates,EM2176,AP225,AP068,2025-12-17T05:53:32.524676,2025-12-17T22:46:32.524676,A350,13405,0,,Non-stop,On Time,,,1013
F0000320,SpiceJet,SP6896,AP116,AP195,2025-08-18T00:08:32.524676,2025-08-18T11:14:32.524676,B737-800,7538,1,AP205,One-stop,On Time,,,666
F0000321,Cathay,CA1773,AP070,AP253,2025-09-13T02:38:32.524676,2025-09-13T05:27:32.524676,A350,1801,1,AP226,One-stop,Delayed,320,Crew,169
F0000322,Singapore Airlines,SI7446,AP299,AP013,2025-09-14T11:23:32.524676,2025-09-15T00:45:32.524676,ATR72,9002,0,,Non-stop,On Time,,,802
F0000323,Vistara,VI2885,AP045,AP031,2026-01-11T21:53:32.524676,2026-01-12T14:25:32.524676,ATR72,13576,1,AP231,One-stop,On Time,,,992
F0000324,Qatar Airways,QA7967,AP050,AP205,2025-08-31T11:38:32.524676,2025-09-01T00:09:32.524676,B787,9698,1,AP134,One-stop,On Time,,,751
F0000325,GoAir,GO1586,AP155,AP109,2026-01-08T08:38:32.524676,2026-01-08T23:01:32.524676,A320,11584,0,,Non-stop,Cancelled,,Technical,863
F0000326,Vistara,VI9390,AP079,AP264,2025-08-30T13:08:32.524676,2025-08-30T17:29:32.524676,B777-300ER,2543,0,,Non-stop,On Time,,,261
F0000327,Vistara,VI5751,AP129,AP086,2025-08-17T18:08:32.524676,2025-08-18T08:36:32.524676,A350,9028,0,,Non-stop,On Time,,,868
F0000328,United,UN4876,AP108,AP270,2025-12-24T08:38:32.524676,2025-12-24T22:16:32.524676,A350,8028,0,,Non-stop,On Time,,,818
F0000329,SpiceJet,SP219,AP068,AP020,2025-09-18T12:23:32.524676,2025-09-19T06:24:32.524676,B777-300ER,12220,0,,Non-stop,On Time,,,1081
F0000330,Air India,AI1049,AP068,AP281,2025-09-05T03:23:32.524676,2025-09-05T16:35:32.524676,ATR72,9960,0,,Non-stop,On Time,,,792
F0000331,Qatar Airways,QA5092,AP239,AP252,2026-01-12T19:38:32.524676,2026-01-13T13:05:32.524676,A350,13332,0,,Non-stop,Delayed,298,ATC,1047
F0000332,Air India,AI7051,AP047,AP179,2025-08-15T17:08:32.524676,2025-08-16T09:18:32.524676,A350,13049,0,,Non-stop,Delayed,412,Security,970
F0000333,Singapore Airlines,SI4217,AP122,AP239,2025-08-20T00:38:32.524676,2025-08-20T17:01:32.524676,B787,13137,0,,Non-stop,Diverted,289,Technical,983
F0000334,Lufthansa,LU2884,AP218,AP171,2025-11-21T22:23:32.524676,2025-11-22T07:35:32.524676,A350,6026,2,AP211;AP268,Two-stops,On Time,,,552
F0000335,Delta,DE6646,AP237,AP155,2025-08-21T01:08:32.524676,2025-08-21T15:15:32.524676,ATR72,11802,1,AP071,One-stop,On Time,,,847
F0000336,Singapore Airlines,SI3693,AP146,AP243,2025-08-12T16:38:32.524676,2025-08-13T05:24:32.524676,A350,10394,0,,Non-stop,On Time,,,766
F0000337,Air India,AI9217,AP264,AP262,2025-10-19T14:08:32.524676,2025-10-20T03:31:32.524676,B737-800,10485,1,AP112,One-stop,On Time,,,803
